case;specid;latname;name;coordx;coordy;AQ;AQ.coordx;AQ.coordy;elev;rlength;nsurvey;forest;count041;count042;count043;count051;count052;count053;count061;count062;count063;count071;count072;count073;count081;count082;count083;count091;count092;count093;count101;count102;count103;count111;count112;count113;count121;count122;count123;count131;count132;count133;date041;date042;date043;date051;date052;date053;date061;date062;date063;date071;date072;date073;date081;date082;date083;date091;date092;date093;date101;date102;date103;date111;date112;date113;date121;date122;date123;date131;date132;date133;dur041;dur042;dur043;dur051;dur052;dur053;dur061;dur062;dur063;dur071;dur072;dur073;dur081;dur082;dur083;dur091;dur092;dur093;dur101;dur102;dur103;dur111;dur112;dur113;dur121;dur122;dur123;dur131;dur132;dur133;obs2004;obs2005;obs2006;obs2007;obs2008;obs2009;obs2010;obs2011;obs2012;obs2013
837;3830;PARCRI;Crested tit;1000942;103276;33;1000942;210724;1150;5.1;3;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;4;0;0;0;0;1;1;5;1;2;5;4;9;4;0;0;0;1;0;41;60;78;31;72;87;26;47;81;13;50;69;41;60;82;32;59;89;60;64;94;25;58;92;47;56;63;26;60;77;300;320;335;320;325;335;255;270;270;285;295;200;255;230;225;195;195;205;195;195;180;210;195;180;325;315;330;255;280;220;27;27;27;206;290;290;290;290;355;355
838;3830;PARCRI;Crested tit;1000942;119276;34;1000942;230724;750;6.5;3;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;2;2;3;0;0;2;1;0;0;16;42;63;32;39;61;32;41;66;15;31;51;35;43;53;24;32;69;21;46;55;15;38;48;28;41;59;16;37;67;466;365;401;420;385;385;325;365;405;363;352;386;420;400;420;336;370;354;352;437;404;378;377;400;362;336;379;255;310;333;276;276;276;276;276;276;276;276;276;276
839;3830;PARCRI;Crested tit;1000942;135276;35;1000942;250724;550;5.2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;53;76;28;40;54;19;46;70;18;57;73;17;31;42;29;49;74;16;36;64;17;38;66;15;36;76;14;48;63;105;95;85;110;100;90;90;90;105;85;105;90;165;140;140;110;105;95;105;105;105;145;150;150;150;155;135;140;150;150;132;132;132;132;129;132;227;244;244;244
840;3830;PARCRI;Crested tit;1000942;151276;36;1000942;260724;450;5.5;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;21;41;64;23;35;55;22;47;50;15;43;53;25;46;52;25;40;47;18;46;51;17;38;48;15;45;56;14;49;55;140;125;155;155;155;135;NA;NA;NA;140;145;135;115;160;120;140;130;150;210;175;145;155;185;150;120;150;135;210;170;145;286;286;286;286;286;286;286;286;286;286
841;3830;PARCRI;Crested tit;1000942;167276;37;1000942;280724;1250;5.6;3;52;2;0;0;1;0;0;0;0;0;0;1;0;1;1;0;2;0;1;0;2;1;1;0;0;0;2;1;0;1;0;34;55;80;41;55;79;47;58;71;26;49;66;33;58;80;37;51;62;48;65;84;28;42;58;40;55;70;41;59;69;187;226;195;225;205;250;190;180;195;205;255;195;210;210;210;195;290;192;210;225;230;200;165;210;200;250;195;195;210;240;138;138;138;128;128;138;227;138;138;138
842;3830;PARCRI;Crested tit;1000942;183276;38;1000942;290724;950;4.5;3;38;NA;NA;NA;NA;NA;NA;1;0;1;2;4;2;2;1;2;2;3;2;3;4;2;2;4;4;2;2;2;3;2;2;21;42;57;37;55;69;22;54;77;17;54;67;26;51;72;22;54;74;24;53;70;20;50;76;27;57;74;17;57;69;220;240;250;195;210;210;220;200;215;220;190;200;210;220;210;210;195;225;200;220;195;210;230;210;210;225;245;220;230;210;296;296;296;296;296;296;296;296;296;296
843;3830;PARCRI;Crested tit;1000942;199276;39;1000942;310724;550;3.9;3;49;NA;NA;NA;3;1;2;1;0;0;0;0;1;3;2;1;1;0;0;1;0;3;NA;NA;NA;0;0;0;0;0;1;26;42;66;30;57;72;52;65;76;14;40;64;15;42;63;15;41;66;15;48;65;30;48;68;29;47;64;14;37;49;255;180;180;255;195;180;165;180;180;210;210;215;205;220;230;200;195;210;215;210;210;135;150;150;195;195;210;175;150;145;106;106;106;44;44;44;44;212;227;260
844;3830;PARCRI;Crested tit;1006942;31276;51;1010942;140724;1850;5.3;2;15;1;1;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;NA;0;0;0;0;1;NA;2;0;NA;1;2;NA;0;0;0;58;82;NA;58;72;NA;65;72;NA;67;85;NA;70;92;NA;49;59;NA;62;96;NA;53;71;NA;57;78;NA;45;65;NA;320;320;NA;360;330;NA;340;340;NA;280;285;NA;190;180;NA;225;225;NA;240;240;NA;270;270;NA;275;285;NA;230;230;NA;94;35;35;35;187;314;74;145;350;256
845;3830;PARCRI;Crested tit;1006942;39276;52;1010942;150724;1950;4.8;3;62;NA;NA;NA;0;1;0;1;0;1;3;4;2;2;3;2;3;6;4;NA;NA;NA;7;3;2;6;1;2;1;4;3;58;68;76;63;70;77;68;72;80;33;53;80;53;66;80;58;71;87;65;85;98;60;76;90;70;79;104;57;82;92;270;290;195;240;235;150;135;235;170;255;240;230;250;240;270;240;315;260;307;310;290;307;283;289;274;238;182;204;191;175;314;314;314;128;128;157;261;261;261;261
846;3830;PARCRI;Crested tit;1006942;63276;42;1010942;170724;1050;3.6;3;82;12;12;11;8;21;7;13;17;17;16;5;7;9;11;11;17;11;5;13;9;10;3;4;8;19;13;9;14;11;12;15;31;65;27;41;76;18;42;67;17;38;68;25;50;72;22;43;73;16;43;75;24;58;88;29;43;50;31;50;86;145;150;165;160;165;145;155;170;175;165;165;150;155;145;135;160;150;120;150;140;135;170;180;180;230;275;225;220;205;220;120;120;120;120;120;120;120;248;248;248
847;3830;PARCRI;Crested tit;1006942;80276;44;1010942;190724;2050;4.7;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;80;NA;66;73;NA;72;79;NA;70;77;NA;69;75;NA;74;81;NA;55;66;NA;55;59;NA;75;79;NA;87;96;NA;110;195;NA;265;235;NA;255;240;NA;255;255;NA;285;265;NA;260;225;NA;255;265;NA;285;275;NA;285;255;NA;260;290;NA;281;281;281;281;281;281;281;281;281;281
848;3830;PARCRI;Crested tit;1006942;95276;46;1010942;210724;1250;6;3;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;2;9;4;5;5;6;5;7;6;4;4;7;1;3;2;2;28;49;70;30;49;72;23;47;70;14;31;71;20;42;70;20;51;69;17;47;67;21;37;63;19;47;71;41;67;75;200;220;200;240;240;220;210;245;225;195;225;210;195;220;190;190;185;220;210;195;205;145;185;185;190;195;185;285;285;270;121;121;121;121;121;121;121;121;121;198
849;3830;PARCRI;Crested tit;1006942;175276;50;1010942;290724;750;6.3;3;5;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;54;68;28;56;73;40;49;70;14;40;60;28;49;71;22;59;73;29;54;72;32;50;76;27;49;68;24;43;66;180;225;195;225;225;195;225;195;225;210;195;195;225;252;225;225;220;215;225;225;225;225;195;195;200;200;195;210;223;250;150;150;150;150;150;150;150;65;65;65
850;3830;PARCRI;Crested tit;1012942;47276;41;1010942;160724;2250;3.6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;114;NA;90;103;NA;73;85;NA;54;81;NA;72;86;NA;75;92;NA;66;74;NA;64;80;NA;77;98;NA;93;102;NA;255;215;NA;235;220;NA;225;200;NA;220;200;NA;250;255;NA;265;255;NA;255;225;NA;270;270;NA;260;260;NA;275;195;NA;94;94;128;128;35;35;35;35;35;256
851;3830;PARCRI;Crested tit;1012942;55276;42;1010942;170724;1750;4.1;3;58;NA;NA;NA;1;2;1;3;4;5;3;1;3;2;2;6;1;5;1;3;5;1;4;3;2;4;4;4;7;3;4;48;79;91;42;71;81;32;67;80;42;65;78;38;73;86;42;64;86;47;64;83;33;55;75;48;68;83;44;64;74;100;105;90;120;125;120;165;120;115;130;120;115;185;130;150;145;120;135;135;115;125;145;125;125;130;140;130;150;130;120;48;48;71;71;71;71;71;71;71;71
852;3830;PARCRI;Crested tit;1012942;71276;43;1010942;180724;2250;4.1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;96;NA;62;95;NA;81;95;NA;74;99;NA;80;93;NA;64;87;NA;72;93;NA;75;95;NA;59;88;NA;87;100;NA;120;90;NA;135;120;NA;125;140;NA;150;140;NA;125;115;NA;115;90;NA;125;120;NA;120;105;NA;130;120;NA;130;135;NA;120;120;120;120;120;120;120;120;120;120
853;3830;PARCRI;Crested tit;1012942;87276;45;1010942;200724;1150;2.6;3;34;4;2;7;4;9;6;3;3;8;6;6;9;11;7;6;6;8;3;5;5;5;5;1;5;1;2;1;2;2;2;33;58;83;28;42;77;32;48;76;26;54;74;29;54;73;31;51;71;28;63;76;23;36;50;17;28;54;31;37;57;210;195;195;210;225;255;210;210;240;240;240;225;225;230;225;195;225;225;220;225;240;180;220;210;205;225;230;225;230;220;137;137;137;137;137;137;227;201;43;43
854;3830;PARCRI;Crested tit;1012942;119276;47;1010942;230724;1150;3.3;3;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;3;1;4;2;1;5;21;33;60;31;71;77;23;36;53;15;37;48;28;37;53;16;25;51;21;28;47;16;25;34;25;41;63;18;61;76;195;230;205;185;175;165;185;190;195;195;195;190;195;170;170;175;175;170;170;190;160;170;175;170;185;195;175;210;180;225;82;82;82;82;82;82;82;82;82;235
855;3830;PARCRI;Crested tit;1012942;135276;48;1010942;250724;650;4;3;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;44;58;32;45;72;15;37;55;22;43;64;27;45;55;25;47;51;13;45;66;23;51;59;29;43;50;28;35;63;115;130;125;180;195;180;182;180;180;130;170;170;135;150;165;135;120;135;135;174;180;150;140;165;180;210;145;170;170;210;151;119;119;119;119;119;119;119;119;119
856;3830;PARCRI;Crested tit;1012942;151276;49;1010942;260724;550;6.9;3;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;1;1;0;0;17;45;59;30;44;58;22;36;50;23;41;56;26;40;61;19;32;62;26;38;52;16;30;72;28;43;56;25;37;57;185;200;185;185;195;205;190;200;215;195;85;230;185;210;200;190;180;205;180;195;205;195;210;200;180;190;215;185;190;200;273;273;273;273;273;273;273;273;273;273
857;3830;PARCRI;Crested tit;1018942;95276;56;1020942;210724;1850;6.6;3;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;1;1;0;2;1;2;5;60;72;88;55;66;78;55;70;79;43;56;78;55;70;83;54;66;89;54;67;87;48;59;73;57;70;84;65;81;89;300;305;290;305;300;290;280;300;315;285;270;260;300;330;285;290;285;315;315;330;300;315;315;315;310;305;280;315;315;300;55;55;55;55;55;55;55;55;55;55
858;3830;PARCRI;Crested tit;1018942;127276;58;1020942;240724;950;5.3;3;16;0;0;0;3;0;4;4;0;2;0;0;0;0;1;0;1;1;0;1;0;0;2;2;3;2;0;0;1;0;0;27;41;71;26;43;54;15;42;70;29;43;71;20;41;62;25;37;60;24;39;54;25;51;86;15;38;59;24;48;67;300;385;300;200;230;225;220;225;255;205;210;150;200;195;200;225;215;195;180;205;210;295;350;375;210;215;210;198;215;177;310;157;92;220;220;220;220;217;110;22
859;3830;PARCRI;Crested tit;1018942;159276;60;1020942;270724;550;4.3;3;60;NA;NA;NA;0;3;0;1;0;0;1;0;1;1;0;1;1;1;2;0;1;0;0;1;0;0;0;0;5;2;1;17;33;57;31;41;55;17;42;55;22;40;49;20;32;49;23;31;51;17;39;53;16;31;52;28;41;57;25;43;66;165;150;165;120;135;150;170;180;170;180;150;170;195;195;210;180;180;190;180;180;180;235;210;205;225;190;200;300;220;225;143;143;143;143;143;143;143;143;143;143
860;3830;PARCRI;Crested tit;1018942;191276;62;1020942;300724;450;6.1;3;2;NA;NA;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;0;1;0;2;0;1;1;1;1;0;0;0;1;2;1;31;79;88;NA;NA;NA;33;47;66;23;40;55;27;46;63;23;37;60;25;53;67;15;38;59;20;41;57;28;48;70;230;235;240;NA;NA;NA;225;240;225;225;225;235;210;230;240;190;225;220;225;240;240;255;260;260;210;210;210;210;210;225;207;NA;205;205;205;205;153;44;153;153
861;3830;PARCRI;Crested tit;1024942;63276;53;1020942;170724;1450;5.5;3;52;7;3;3;9;4;1;5;3;8;7;4;6;4;5;7;4;4;6;9;8;4;6;6;6;3;6;2;4;5;0;17;50;70;21;45;71;20;50;71;20;48;69;25;47;76;25;47;75;24;46;71;22;51;76;21;48;70;26;48;68;270;260;240;265;245;265;255;240;255;255;240;250;260;270;270;240;270;270;270;265;280;270;260;185;270;285;275;270;300;275;113;113;113;113;113;113;113;113;113;113
862;3830;PARCRI;Crested tit;1024942;71276;54;1020942;180724;850;6.9;3;58;NA;NA;NA;2;4;2;2;3;3;1;3;4;1;1;2;4;2;4;4;2;3;2;3;0;5;5;2;0;3;4;21;41;72;27;41;63;27;42;73;20;39;65;16;42;71;23;43;62;20;47;70;19;39;71;17;38;60;18;38;64;185;195;190;210;225;205;210;200;205;190;205;220;195;215;235;185;210;210;205;240;210;225;230;225;275;255;230;265;230;260;48;48;48;48;48;48;48;48;48;48
863;3830;PARCRI;Crested tit;1024942;87276;55;1020942;200724;1450;6.4;3;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;11;10;4;8;9;8;6;6;4;2;1;2;5;3;29;54;75;29;50;77;31;52;73;16;40;67;27;49;80;54;76;91;53;72;88;35;55;77;38;80;55;34;41;58;205;225;215;210;190;205;210;210;210;215;200;210;210;235;220;285;350;315;305;305;305;320;315;325;330;350;300;275;270;280;53;53;53;53;53;44;44;44;43;43
864;3830;PARCRI;Crested tit;1024942;103276;56;1020942;210724;1850;4.5;2;12;0;0;0;1;0;NA;1;0;NA;0;0;0;0;0;0;1;1;NA;1;0;NA;0;1;NA;1;1;NA;0;0;0;57;69;NA;55;64;NA;72;77;NA;52;75;NA;62;82;NA;64;73;NA;66;76;NA;43;60;NA;60;66;NA;67;74;NA;210;210;NA;220;195;NA;180;180;NA;180;165;NA;245;230;NA;210;225;NA;195;195;NA;195;195;NA;195;195;NA;195;195;NA;129;129;129;129;31;129;129;129;129;129
865;3830;PARCRI;Crested tit;1024942;119276;57;1020942;230724;1450;4.5;3;29;3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;1;1;2;0;0;1;1;45;57;69;34;57;70;54;69;80;17;37;71;32;61;75;40;62;88;31;39;53;37;58;94;56;77;91;68;84;92;155;125;160;165;165;170;195;210;160;210;195;185;215;220;230;210;220;210;140;120;270;325;270;340;285;305;300;330;330;330;151;176;176;176;217;217;217;217;32;32
866;3830;PARCRI;Crested tit;1024942;151276;59;1020942;260724;550;4.9;3;16;3;0;0;0;0;1;2;0;0;0;0;0;NA;NA;NA;NA;NA;NA;1;1;0;0;0;1;0;0;1;1;4;0;17;55;71;33;42;77;15;40;64;17;30;52;20;32;48;18;33;51;32;44;53;15;38;52;28;50;58;22;44;57;125;90;110;105;90;120;140;140;170;210;195;135;135;165;140;160;155;165;150;180;145;135;130;135;130;130;115;195;200;195;132;132;128;337;24;24;24;24;24;25
867;3830;PARCRI;Crested tit;1024942;167276;61;1020942;280724;550;3.2;3;83;NA;NA;NA;NA;NA;NA;2;3;1;0;1;0;1;0;1;0;4;3;1;0;1;2;1;1;0;1;1;1;1;1;25;50;59;22;45;56;15;31;55;22;40;49;26;33;57;25;32;47;24;46;54;17;34;54;25;40;56;15;41;58;195;210;215;235;215;240;163;151;175;188;166;190;195;180;180;180;180;180;180;180;180;240;190;185;200;240;180;255;210;200;291;291;73;73;143;143;143;143;143;143
868;3830;PARCRI;Crested tit;1024942;199276;63;1020942;310724;750;4;3;79;NA;NA;NA;NA;NA;NA;1;0;1;3;1;3;3;2;4;2;0;1;2;5;1;1;3;5;2;2;1;0;0;0;15;42;60;23;44;58;35;67;75;27;49;67;26;40;75;32;54;65;24;47;64;31;40;54;27;41;54;17;58;63;190;240;240;240;210;220;115;120;120;185;155;180;175;155;185;180;180;180;175;180;195;185;165;165;180;180;220;180;180;195;66;66;54;54;54;54;54;54;54;54
869;3830;PARCRI;Crested tit;1029942;48276;64;1030942;160724;1750;6;3;51;4;8;0;4;1;1;0;5;2;1;3;2;0;0;2;2;3;6;1;1;4;2;2;2;3;2;0;0;3;2;45;58;72;42;57;72;49;65;77;34;55;71;40;61;79;51;66;82;39;70;88;26;52;75;41;63;77;44;64;73;285;290;240;275;300;270;260;250;240;240;300;285;280;270;270;270;240;280;270;280;310;275;270;320;285;285;300;275;245;245;113;113;113;113;113;113;113;113;113;256
870;3830;PARCRI;Crested tit;1030942;71276;65;1030942;180724;650;6.5;3;8;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;20;40;65;22;39;54;19;40;61;15;33;60;15;37;65;15;37;57;15;41;62;15;35;53;16;37;58;15;37;57;130;135;130;195;165;150;135;140;120;140;135;155;145;135;135;150;135;140;150;150;150;150;165;165;195;200;165;160;155;155;48;48;48;48;48;48;48;48;48;48
871;3830;PARCRI;Crested tit;1030942;111276;66;1030942;220724;950;4.2;3;45;6;3;2;5;5;8;1;1;2;3;6;1;5;4;1;3;4;0;3;4;2;3;5;5;3;1;6;9;2;1;41;48;71;40;50;61;27;50;76;20;43;68;26;54;71;24;50;78;27;51;69;29;50;83;25;54;78;25;57;87;230;195;190;240;235;230;255;250;265;270;270;255;265;280;255;255;275;250;260;285;255;255;280;280;250;270;265;270;285;285;151;157;92;92;92;92;92;92;92;92
872;3830;PARCRI;Crested tit;1030942;175276;67;1030942;290724;550;6.3;3;5;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;25;46;53;23;38;56;17;36;57;14;29;56;26;52;69;19;33;51;25;39;53;17;37;52;29;43;57;14;41;50;185;160;180;185;165;170;178;160;185;175;169;200;190;184;170;185;162;218;202;215;196;208;188;208;188;188;210;208;206;187;135;135;135;135;135;135;135;135;135;135
873;3830;PARCRI;Crested tit;1030942;191276;68;1030942;300724;750;4.8;3;64;NA;NA;NA;3;3;2;3;2;1;1;1;1;0;0;2;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;21;44;54;26;54;78;34;54;67;24;50;60;28;52;64;30;46;61;24;49;70;20;35;50;34;50;63;37;50;65;180;180;180;245;255;230;215;225;225;215;215;230;195;225;225;185;210;220;180;210;215;185;215;210;195;225;220;210;220;220;143;181;205;205;205;205;205;205;205;205
874;3830;PARCRI;Crested tit;1030942;207276;69;1030942;320724;350;3.4;3;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;25;50;74;16;59;73;37;72;79;23;54;71;27;57;76;24;47;61;18;41;67;17;38;52;31;41;57;24;57;65;217;223;255;225;245;255;250;245;265;210;200;210;240;210;190;185;230;210;225;185;235;220;250;258;260;245;280;243;240;225;169;169;169;169;169;169;169;169;169;169
875;3830;PARCRI;Crested tit;1036942;55276;70;1040942;170724;2750;1.9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;91;107;NA;85;97;NA;94;101;NA;90;104;NA;100;106;NA;82;93;NA;88;95;NA;89;97;NA;84;91;NA;93;105;NA;120;135;NA;135;80;NA;115;120;NA;100;105;NA;120;180;NA;140;210;NA;170;195;NA;155;195;NA;160;180;NA;175;180;NA;120;120;120;120;128;242;242;242;242;242
876;3830;PARCRI;Crested tit;1036942;87276;72;1040942;200724;2450;4.3;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;91;95;NA;80;105;NA;80;86;NA;78;84;NA;89;96;NA;89;95;NA;86;99;NA;82;88;NA;85;92;NA;91;98;NA;255;260;NA;240;235;NA;210;220;NA;230;200;NA;255;230;NA;235;215;NA;210;235;NA;210;260;NA;265;230;NA;240;270;NA;23;23;23;23;23;23;23;23;23;23
877;3830;PARCRI;Crested tit;1036942;119276;75;1040942;230724;650;5.3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;41;53;32;45;50;20;38;48;43;56;64;26;32;55;15;25;51;16;28;51;16;23;51;14;21;50;13;21;51;240;190;200;130;140;135;150;170;135;225;215;205;130;145;100;120;120;100;110;140;135;165;150;160;110;120;135;135;140;105;31;43;43;43;43;43;43;43;43;43
878;3830;PARCRI;Crested tit;1036942;135276;77;1040942;250724;650;5.3;3;30;3;4;1;5;0;4;3;1;2;0;2;2;6;3;3;4;2;1;4;3;3;0;2;0;2;2;2;3;1;4;25;53;67;21;50;65;19;57;72;14;49;64;20;41;69;19;47;62;24;39;54;25;38;65;29;50;70;17;60;76;270;300;285;210;240;240;240;270;270;255;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;270;9;9;9;9;9;9;9;9;9;9
879;3830;PARCRI;Crested tit;1036942;151276;78;1040942;260724;750;6.9;3;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;0;0;0;0;0;0;0;0;24;45;72;30;57;73;17;30;58;17;27;55;25;53;76;19;47;68;19;44;61;22;40;64;28;47;58;23;53;69;240;240;240;210;240;240;180;195;220;180;195;225;230;225;255;180;195;180;165;160;150;185;170;160;182;208;215;165;160;160;161;161;161;161;161;161;227;249;249;249
880;3830;PARCRI;Crested tit;1036942;167276;79;1040942;280724;450;4.6;3;65;NA;NA;NA;1;0;1;1;1;0;1;0;0;2;1;0;2;1;0;1;2;0;3;3;1;5;1;0;1;2;0;15;32;56;23;35;54;15;31;50;15;39;66;18;33;70;51;31;64;19;39;65;18;35;56;18;35;67;16;37;68;165;165;150;150;150;150;170;180;180;210;210;195;215;210;200;215;210;205;230;215;225;225;205;225;225;210;230;225;215;250;143;143;143;92;92;92;92;92;92;92
881;3830;PARCRI;Crested tit;1036942;199276;82;1040942;310724;350;6.5;3;30;NA;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;31;50;16;38;59;15;30;66;17;29;46;17;31;62;20;31;61;17;33;53;17;30;51;22;48;63;26;50;66;300;300;265;270;260;240;255;255;255;240;240;225;255;225;240;240;240;225;215;95;230;200;230;195;310;195;150;370;245;238;127;127;127;127;127;127;127;127;356;356
882;3830;PARCRI;Crested tit;1036942;215276;84;1040942;330724;250;4.2;3;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;45;60;23;45;52;29;36;43;21;36;49;20;34;54;18;32;40;24;38;46;23;38;51;28;43;56;14;34;48;195;210;225;180;195;180;230;210;225;250;270;240;280;250;240;220;210;205;200;205;210;265;250;235;230;230;245;265;215;275;215;215;213;213;213;213;213;213;213;213
883;3830;PARCRI;Crested tit;1041942;110276;74;1040942;220724;1950;6.2;2;5;1;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;2;NA;0;0;0;2;0;NA;0;1;NA;0;0;0;60;95;NA;80;91;NA;77;91;NA;71;85;NA;63;81;NA;61;69;NA;62;65;NA;56;68;NA;78;88;NA;78;84;NA;405;270;NA;390;390;NA;405;405;NA;360;360;NA;315;330;NA;330;345;NA;330;315;NA;360;360;NA;330;315;NA;360;360;NA;31;68;68;68;68;68;68;68;68;68
884;3830;PARCRI;Crested tit;1041942;192276;81;1040942;300724;950;9;3;55;NA;NA;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3;0;0;25;50;60;30;45;72;30;55;69;17;34;66;34;53;86;39;62;74;29;52;76;37;51;73;38;44;84;25;41;64;240;300;285;240;235;240;235;240;255;255;240;270;260;270;255;270;270;270;240;240;225;250;255;255;200;245;310;275;250;245;149;149;149;149;149;149;149;149;347;260
885;3830;PARCRI;Crested tit;1042942;40276;85;1040942;150724;2350;7.1;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;88;NA;58;82;NA;72;92;NA;69;91;NA;71;81;NA;66;80;NA;58;85;NA;76;88;NA;78;95;NA;87;105;NA;300;360;NA;270;330;NA;240;300;NA;450;420;NA;360;335;NA;375;330;NA;335;360;NA;340;345;NA;330;360;NA;360;360;NA;28;28;28;145;145;145;145;145;145;145
886;3830;PARCRI;Crested tit;1042942;63276;70;1040942;170724;2650;2.3;2;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;100;NA;85;102;NA;94;101;NA;89;103;NA;91;102;NA;87;101;NA;84;93;NA;61;77;NA;85;95;NA;72;79;NA;75;60;NA;75;60;NA;75;75;NA;85;90;NA;75;70;NA;120;75;NA;145;170;NA;145;155;NA;100;100;NA;150;105;NA;48;48;48;48;48;48;226;226;226;226
887;3830;PARCRI;Crested tit;1042942;79276;71;1040942;190724;2450;4.1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;90;105;NA;62;90;NA;91;94;NA;53;71;NA;81;86;NA;73;86;NA;97;99;NA;76;87;NA;75;88;NA;92;99;NA;125;150;NA;150;125;NA;180;180;NA;135;90;NA;120;120;NA;150;120;NA;180;165;NA;300;270;NA;165;135;NA;180;165;NA;120;59;59;59;59;59;145;101;141;360
888;3830;PARCRI;Crested tit;1042942;95276;73;1040942;210724;1350;5.8;3;66;10;8;12;8;5;7;8;9;11;8;6;3;9;6;7;9;8;6;4;5;5;7;6;4;9;5;3;7;6;8;54;78;90;33;55;74;47;81;88;37;50;76;36;51;71;35;45;78;52;59;73;32;52;75;31;49;69;31;44;66;370;315;355;290;265;270;315;350;340;250;263;260;255;250;260;210;225;215;255;265;255;215;215;205;255;230;230;260;200;260;94;94;145;110;110;110;110;110;110;110
889;3830;PARCRI;Crested tit;1042942;127276;76;1040942;240724;750;5.7;3;8;NA;NA;NA;NA;NA;NA;2;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;2;1;0;2;0;0;1;1;28;40;55;27;55;62;25;55;71;17;34;56;18;35;45;16;36;56;20;30;51;22;31;50;27;41;50;14;34;45;240;270;255;250;245;240;240;225;225;265;240;230;190;195;165;210;210;270;295;265;260;260;260;270;260;240;240;255;255;270;320;320;320;320;129;129;320;320;320;320
